GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
ageGroup,,,50-54,17,0.49,0.14,0.59,0.14,10.0,7.0,7.0,44.0,0.492,1.0,3.0,0.21,11.0,2.0,0.67,1.0,2.0,0.17,10.0,4.0,0.8,1.0,1.0,0.06,15.0,0.0,0.0,4.0,1.0,0.11,8.0,4.0,0.5
ageGroup,,,55-59,11,0.58,0.13,0.64,0.12,7.0,4.0,4.0,29.0,0.583,0.0,2.0,0.33,4.0,5.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.33,0.0,2.0,0.2,8.0,1.0,1.0
ageGroup,,,60-64,5,0.5,0.15,0.6,0.13,3.0,2.0,2.0,13.0,0.667,0.0,1.0,0.33,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.25,3.0,1.0,1.0
ageGroup,,,65-69,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ageGroup,,,70-74,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ageGroup,,,75-79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ageGroup,,,80-84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ageGroup,,,85-89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ageGroup,,,90-94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fitzpatrick, sex",1.0,m,,3,0.25,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, sex",3.0,f,,105,0.76,0.07,0.79,0.07,83.0,22.0,22.0,293.0,0.762,9.0,4.0,0.06,64.0,28.0,0.76,3.0,6.0,0.06,88.0,8.0,0.73,6.0,6.0,0.07,81.0,12.0,0.67,4.0,6.0,0.09,60.0,35.0,0.9
"fitzpatrick, sex",3.0,m,,123,0.78,0.07,0.78,0.07,96.0,27.0,27.0,342.0,0.781,8.0,10.0,0.11,79.0,26.0,0.76,3.0,5.0,0.05,91.0,24.0,0.89,8.0,3.0,0.03,84.0,28.0,0.78,8.0,9.0,0.09,88.0,18.0,0.69
"fitzpatrick, sex",4.0,f,,94,0.68,0.12,0.65,0.12,61.0,33.0,33.0,249.0,0.685,6.0,18.0,0.25,53.0,17.0,0.74,14.0,7.0,0.1,60.0,13.0,0.48,1.0,3.0,0.03,85.0,5.0,0.83,12.0,5.0,0.09,51.0,26.0,0.68
"fitzpatrick, sex",4.0,m,,112,0.65,0.12,0.63,0.12,71.0,41.0,41.0,295.0,0.648,7.0,18.0,0.22,65.0,22.0,0.76,6.0,10.0,0.11,82.0,14.0,0.7,5.0,6.0,0.06,94.0,7.0,0.58,23.0,7.0,0.11,54.0,28.0,0.55
"fitzpatrick, sex",5.0,f,,85,0.59,0.12,0.64,0.12,54.0,31.0,31.0,224.0,0.592,12.0,9.0,0.16,49.0,15.0,0.56,8.0,11.0,0.15,63.0,3.0,0.27,4.0,2.0,0.03,62.0,17.0,0.81,7.0,9.0,0.15,50.0,19.0,0.73
"fitzpatrick, sex",5.0,m,,182,0.72,0.1,0.71,0.1,130.0,52.0,52.0,494.0,0.717,9.0,27.0,0.18,124.0,22.0,0.71,11.0,9.0,0.06,139.0,23.0,0.68,9.0,0.0,0.0,139.0,34.0,0.79,23.0,16.0,0.15,92.0,51.0,0.69
"fitzpatrick, sex",6.0,f,,33,0.64,0.14,0.58,0.14,19.0,14.0,14.0,85.0,0.643,1.0,8.0,0.28,21.0,3.0,0.75,9.0,2.0,0.13,13.0,9.0,0.5,1.0,0.0,0.0,29.0,3.0,0.75,3.0,4.0,0.15,22.0,4.0,0.57
"fitzpatrick, sex",6.0,m,,49,0.55,0.15,0.51,0.16,25.0,24.0,24.0,123.0,0.546,0.0,17.0,0.35,31.0,1.0,1.0,10.0,2.0,0.1,19.0,18.0,0.64,7.0,0.0,0.0,41.0,1.0,0.12,7.0,5.0,0.14,32.0,5.0,0.42
"fitzpatrick, ageGroup",1.0,,05-09,3,0.25,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,00-04,107,0.71,0.08,0.76,0.08,81.0,26.0,26.0,295.0,0.709,10.0,7.0,0.11,58.0,32.0,0.76,3.0,5.0,0.05,96.0,3.0,0.5,9.0,6.0,0.08,68.0,24.0,0.73,4.0,8.0,0.1,73.0,22.0,0.85
"fitzpatrick, ageGroup",3.0,,05-09,57,0.86,0.05,0.86,0.05,49.0,8.0,8.0,163.0,0.866,1.0,2.0,0.04,47.0,7.0,0.88,1.0,1.0,0.03,38.0,17.0,0.94,5.0,2.0,0.05,37.0,13.0,0.72,1.0,3.0,0.07,41.0,12.0,0.92
"fitzpatrick, ageGroup",3.0,,10-14,23,0.83,0.07,0.78,0.07,18.0,5.0,5.0,64.0,0.832,2.0,3.0,0.17,15.0,3.0,0.6,0.0,1.0,0.05,18.0,4.0,1.0,0.0,1.0,0.05,19.0,3.0,1.0,3.0,0.0,0.0,12.0,8.0,0.73
"fitzpatrick, ageGroup",3.0,,20-24,10,0.36,0.2,0.5,0.17,5.0,5.0,5.0,25.0,0.478,2.0,1.0,0.14,6.0,1.0,0.33,1.0,2.0,0.25,6.0,1.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,2.0,2.0,0.4,3.0,3.0,0.6
"fitzpatrick, ageGroup",3.0,,25-29,7,0.62,0.06,0.86,0.05,6.0,1.0,1.0,20.0,0.833,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.25,3.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.5
"fitzpatrick, ageGroup",3.0,,30-34,7,0.5,0.17,0.57,0.14,4.0,3.0,3.0,18.0,0.667,2.0,0.0,0.0,4.0,1.0,0.33,0.0,1.0,0.17,5.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.5,2.0,2.0,0.67
"fitzpatrick, ageGroup",3.0,,35-39,5,0.42,0.08,0.8,0.07,4.0,1.0,1.0,14.0,0.833,0.0,1.0,0.33,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,40-44,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
"fitzpatrick, ageGroup",3.0,,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,50-54,5,0.75,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
"fitzpatrick, ageGroup",3.0,,55-59,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,00-04,43,0.76,0.11,0.72,0.09,31.0,12.0,12.0,117.0,0.76,5.0,7.0,0.28,18.0,13.0,0.72,0.0,1.0,0.03,38.0,4.0,1.0,2.0,2.0,0.06,30.0,9.0,0.82,5.0,2.0,0.06,31.0,5.0,0.5
"fitzpatrick, ageGroup",4.0,,05-09,39,0.7,0.09,0.74,0.09,29.0,10.0,10.0,107.0,0.698,0.0,1.0,0.03,30.0,8.0,1.0,1.0,4.0,0.11,31.0,3.0,0.75,2.0,3.0,0.08,33.0,1.0,0.33,7.0,2.0,0.13,13.0,17.0,0.71
"fitzpatrick, ageGroup",4.0,,10-14,18,0.54,0.17,0.5,0.17,9.0,9.0,9.0,45.0,0.542,2.0,4.0,0.33,8.0,4.0,0.67,3.0,3.0,0.2,12.0,0.0,0.0,0.0,1.0,0.06,16.0,1.0,1.0,4.0,1.0,0.1,9.0,4.0,0.5
"fitzpatrick, ageGroup",4.0,,15-19,9,0.39,0.09,0.67,0.11,6.0,3.0,3.0,24.0,0.786,0.0,2.0,0.22,7.0,0.0,0.0,0.0,1.0,0.14,6.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.57
"fitzpatrick, ageGroup",4.0,,20-24,19,0.48,0.12,0.63,0.12,12.0,7.0,7.0,50.0,0.644,1.0,5.0,0.31,11.0,2.0,0.67,2.0,0.0,0.0,13.0,4.0,0.67,0.0,1.0,0.05,18.0,0.0,0.0,4.0,1.0,0.11,8.0,6.0,0.6
"fitzpatrick, ageGroup",4.0,,25-29,14,0.21,0.2,0.43,0.19,6.0,8.0,8.0,34.0,0.417,0.0,5.0,0.36,9.0,0.0,0.0,4.0,2.0,0.25,6.0,2.0,0.33,0.0,0.0,0.0,14.0,0.0,0.0,4.0,1.0,0.17,5.0,4.0,0.5
"fitzpatrick, ageGroup",4.0,,30-34,22,0.54,0.14,0.59,0.14,13.0,9.0,9.0,57.0,0.542,2.0,5.0,0.33,10.0,5.0,0.71,6.0,0.0,0.0,11.0,5.0,0.45,1.0,1.0,0.05,20.0,0.0,0.0,0.0,3.0,0.16,16.0,3.0,1.0
"fitzpatrick, ageGroup",4.0,,35-39,10,0.48,0.14,0.6,0.13,6.0,4.0,4.0,26.0,0.644,0.0,2.0,0.25,6.0,2.0,1.0,2.0,2.0,0.29,5.0,1.0,0.33,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,0.6
"fitzpatrick, ageGroup",4.0,,40-44,14,0.62,0.15,0.57,0.14,8.0,6.0,6.0,36.0,0.625,2.0,3.0,0.33,6.0,3.0,0.6,0.0,3.0,0.25,9.0,2.0,1.0,1.0,0.0,0.0,12.0,1.0,0.5,3.0,0.0,0.0,9.0,2.0,0.4
"fitzpatrick, ageGroup",4.0,,45-49,3,0.75,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,50-54,8,0.31,0.18,0.5,0.17,4.0,4.0,4.0,20.0,0.417,1.0,1.0,0.14,6.0,0.0,0.0,0.0,1.0,0.2,4.0,3.0,1.0,0.0,1.0,0.12,7.0,0.0,0.0,3.0,1.0,0.25,3.0,1.0,0.25
"fitzpatrick, ageGroup",4.0,,55-59,3,0.5,0.12,0.67,0.11,2.0,1.0,1.0,8.0,0.667,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,60-64,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, ageGroup",5.0,,00-04,79,0.75,0.07,0.78,0.07,62.0,17.0,17.0,220.0,0.755,8.0,8.0,0.16,43.0,20.0,0.71,3.0,3.0,0.04,68.0,5.0,0.62,4.0,1.0,0.02,45.0,29.0,0.88,2.0,5.0,0.07,64.0,8.0,0.8
"fitzpatrick, ageGroup",5.0,,05-09,75,0.79,0.07,0.77,0.08,58.0,17.0,17.0,208.0,0.79,1.0,6.0,0.08,65.0,3.0,0.75,1.0,7.0,0.11,56.0,11.0,0.92,7.0,1.0,0.02,46.0,21.0,0.75,8.0,3.0,0.07,41.0,23.0,0.74
"fitzpatrick, ageGroup",5.0,,10-14,17,0.54,0.12,0.65,0.12,11.0,6.0,6.0,45.0,0.719,0.0,5.0,0.36,9.0,3.0,1.0,2.0,0.0,0.0,12.0,3.0,0.6,0.0,0.0,0.0,17.0,0.0,0.0,4.0,1.0,0.12,7.0,5.0,0.56
"fitzpatrick, ageGroup",5.0,,15-19,8,0.17,0.32,0.5,0.17,4.0,4.0,4.0,20.0,0.222,1.0,2.0,0.29,5.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.67
"fitzpatrick, ageGroup",5.0,,20-24,21,0.26,0.22,0.43,0.19,9.0,12.0,12.0,51.0,0.352,6.0,3.0,0.2,12.0,0.0,0.0,5.0,4.0,0.27,11.0,1.0,0.17,0.0,0.0,0.0,21.0,0.0,0.0,1.0,5.0,0.42,7.0,8.0,0.89
"fitzpatrick, ageGroup",5.0,,25-29,21,0.36,0.19,0.43,0.19,9.0,12.0,12.0,51.0,0.48,2.0,6.0,0.33,12.0,1.0,0.33,1.0,5.0,0.31,11.0,4.0,0.8,0.0,0.0,0.0,21.0,0.0,0.0,9.0,1.0,0.12,7.0,4.0,0.31
"fitzpatrick, ageGroup",5.0,,30-34,16,0.43,0.16,0.62,0.12,10.0,6.0,6.0,42.0,0.569,2.0,2.0,0.18,9.0,3.0,0.6,3.0,0.0,0.0,12.0,1.0,0.25,0.0,0.0,0.0,16.0,0.0,0.0,1.0,4.0,0.44,5.0,6.0,0.86
"fitzpatrick, ageGroup",5.0,,35-39,7,0.42,0.12,0.71,0.1,5.0,2.0,2.0,19.0,0.556,1.0,0.0,0.0,4.0,2.0,0.67,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.5,2.0,3.0,1.0
"fitzpatrick, ageGroup",5.0,,40-44,3,0.17,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.667,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.67
"fitzpatrick, ageGroup",5.0,,45-49,10,0.59,0.06,0.8,0.07,8.0,2.0,2.0,28.0,0.786,0.0,1.0,0.11,8.0,1.0,1.0,1.0,1.0,0.12,7.0,1.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.86
"fitzpatrick, ageGroup",5.0,,50-54,3,0.12,0.17,0.33,0.22,1.0,2.0,2.0,7.0,0.25,0.0,2.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
"fitzpatrick, ageGroup",5.0,,55-59,6,0.33,0.08,0.67,0.11,4.0,2.0,2.0,16.0,0.667,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.33,0.0,2.0,0.33,4.0,0.0,0.0
"fitzpatrick, ageGroup",5.0,,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,00-04,7,0.5,0.15,0.57,0.14,4.0,3.0,3.0,18.0,0.667,0.0,2.0,0.33,4.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,0.67,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.25,3.0,1.0,0.33
"fitzpatrick, ageGroup",6.0,,05-09,26,0.59,0.07,0.73,0.09,19.0,7.0,7.0,71.0,0.783,0.0,5.0,0.19,21.0,0.0,0.0,5.0,0.0,0.0,6.0,15.0,0.75,0.0,0.0,0.0,25.0,1.0,1.0,2.0,2.0,0.1,19.0,3.0,0.6
"fitzpatrick, ageGroup",6.0,,10-14,10,0.48,0.1,0.6,0.13,6.0,4.0,4.0,26.0,0.644,0.0,4.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,0.33,2.0,0.0,0.0,5.0,3.0,0.6
"fitzpatrick, ageGroup",6.0,,15-19,3,0.0,0.29,0.0,0.33,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.67,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,20-24,5,0.08,0.31,0.2,0.27,1.0,4.0,4.0,11.0,0.111,1.0,1.0,0.25,3.0,0.0,0.0,2.0,1.0,0.5,1.0,1.0,0.33,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,25-29,10,0.29,0.14,0.6,0.13,6.0,4.0,4.0,26.0,0.389,0.0,3.0,0.3,7.0,0.0,0.0,1.0,1.0,0.25,3.0,5.0,0.83,2.0,0.0,0.0,7.0,1.0,0.33,1.0,0.0,0.0,9.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,30-34,10,0.42,0.2,0.3,0.23,3.0,7.0,7.0,23.0,0.425,0.0,6.0,0.67,3.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,0.2,2.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.12,7.0,1.0,0.5
"fitzpatrick, ageGroup",6.0,,35-39,5,0.58,0.12,0.6,0.13,3.0,2.0,2.0,13.0,0.778,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.33,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.5,2.0,1.0,1.0
"fitzpatrick, ageGroup",6.0,,40-44,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,50-54,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,55-59,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,60-64,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
