GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, sex, ageGroup",5.0,f,30-34,3,0.75,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,35-39,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,45-49,5,0.75,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,50-54,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
"fitzpatrick, sex, ageGroup",5.0,f,55-59,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,00-04,38,0.9,0.04,0.89,0.04,34.0,4.0,4.0,110.0,0.894,2.0,1.0,0.03,28.0,7.0,0.78,1.0,0.0,0.0,31.0,6.0,0.86,1.0,1.0,0.05,20.0,16.0,0.94,0.0,2.0,0.06,31.0,5.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,05-09,60,0.88,0.05,0.85,0.05,51.0,9.0,9.0,171.0,0.88,0.0,4.0,0.07,51.0,5.0,1.0,1.0,1.0,0.02,47.0,11.0,0.92,5.0,3.0,0.07,39.0,13.0,0.72,3.0,1.0,0.03,34.0,22.0,0.88
"fitzpatrick, sex, ageGroup",5.0,m,10-14,10,0.75,0.0,1.0,0.0,10.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,15-19,4,0.38,0.12,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,20-24,9,0.32,0.18,0.67,0.11,6.0,3.0,3.0,24.0,0.65,2.0,1.0,0.2,4.0,2.0,0.5,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.5,2.0,4.0,0.8
"fitzpatrick, sex, ageGroup",5.0,m,25-29,13,0.48,0.11,0.85,0.05,11.0,2.0,2.0,37.0,0.633,1.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.09,10.0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.33,2.0,9.0,0.9
"fitzpatrick, sex, ageGroup",5.0,m,30-34,7,0.58,0.11,0.71,0.1,5.0,2.0,2.0,19.0,0.778,0.0,1.0,0.25,3.0,3.0,1.0,2.0,0.0,0.0,4.0,1.0,0.33,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.17,5.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,35-39,4,0.62,0.08,0.75,0.08,3.0,1.0,1.0,11.0,0.833,1.0,0.0,0.0,2.0,1.0,0.5,0.0,1.0,0.33,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,40-44,3,0.38,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.75,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,45-49,5,0.62,0.06,0.8,0.07,4.0,1.0,1.0,14.0,0.833,0.0,1.0,0.25,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.5
"fitzpatrick, sex, ageGroup",5.0,m,50-54,3,0.25,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,55-59,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,00-04,4,0.75,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
"fitzpatrick, sex, ageGroup",6.0,f,05-09,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
"fitzpatrick, sex, ageGroup",6.0,f,10-14,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,20-24,2,0.25,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,25-29,7,0.62,0.05,0.86,0.05,6.0,1.0,1.0,20.0,0.833,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.2,4.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,30-34,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,35-39,3,0.25,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.5,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,40-44,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,45-49,4,0.12,0.31,0.25,0.25,1.0,3.0,3.0,9.0,0.25,2.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.25,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,00-04,7,0.75,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,05-09,14,0.68,0.11,0.71,0.1,10.0,4.0,4.0,38.0,0.677,1.0,2.0,0.17,10.0,1.0,0.5,1.0,1.0,0.17,5.0,7.0,0.88,0.0,1.0,0.08,12.0,1.0,1.0,2.0,0.0,0.0,11.0,1.0,0.33
"fitzpatrick, sex, ageGroup",6.0,m,10-14,3,0.12,0.16,0.33,0.22,1.0,2.0,2.0,7.0,0.25,0.0,1.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.33,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,20-24,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,25-29,3,0.12,0.33,0.33,0.22,1.0,2.0,2.0,7.0,0.25,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,30-34,5,0.06,0.22,0.2,0.27,1.0,4.0,4.0,11.0,0.125,0.0,1.0,0.2,4.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.25,0.0,1.0,0.2,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,35-39,5,0.62,0.15,0.6,0.13,3.0,2.0,2.0,13.0,0.625,0.0,1.0,0.25,3.0,1.0,1.0,1.0,1.0,0.33,2.0,1.0,0.5,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,40-44,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,55-59,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
