GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, sex",6.0,m,,45,0.7,0.09,0.78,0.07,35.0,10.0,10.0,125.0,0.699,3.0,1.0,0.03,36.0,5.0,0.62,3.0,5.0,0.23,17.0,20.0,0.87,2.0,0.0,0.0,41.0,2.0,0.5,2.0,4.0,0.11,31.0,8.0,0.8
"fitzpatrick, ageGroup",1.0,,05-09,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,00-04,111,0.9,0.04,0.88,0.04,98.0,13.0,13.0,320.0,0.901,7.0,2.0,0.02,80.0,22.0,0.76,0.0,3.0,0.03,102.0,6.0,1.0,4.0,2.0,0.03,61.0,44.0,0.92,2.0,6.0,0.07,77.0,26.0,0.93
"fitzpatrick, ageGroup",3.0,,05-09,57,0.83,0.04,0.89,0.04,51.0,6.0,6.0,165.0,0.829,2.0,1.0,0.02,51.0,3.0,0.6,3.0,1.0,0.02,43.0,10.0,0.77,0.0,3.0,0.08,34.0,20.0,1.0,1.0,1.0,0.03,37.0,18.0,0.95
"fitzpatrick, ageGroup",3.0,,10-14,20,0.75,0.09,0.75,0.08,15.0,5.0,5.0,55.0,0.75,4.0,1.0,0.08,11.0,4.0,0.5,1.0,0.0,0.0,18.0,1.0,0.5,0.0,0.0,0.0,15.0,5.0,1.0,0.0,4.0,0.27,11.0,5.0,1.0
"fitzpatrick, ageGroup",3.0,,15-19,6,0.38,0.19,0.5,0.17,3.0,3.0,3.0,15.0,0.375,0.0,3.0,0.75,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.5
"fitzpatrick, ageGroup",3.0,,20-24,7,0.54,0.11,0.71,0.1,5.0,2.0,2.0,19.0,0.722,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.2,4.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.25,3.0,2.0,0.67
"fitzpatrick, ageGroup",3.0,,25-29,7,0.75,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
"fitzpatrick, ageGroup",3.0,,30-34,7,0.5,0.18,0.57,0.14,4.0,3.0,3.0,18.0,0.667,1.0,1.0,0.2,4.0,1.0,0.5,0.0,1.0,0.17,5.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.33,2.0,2.0,0.5
"fitzpatrick, ageGroup",3.0,,35-39,6,0.75,0.1,0.67,0.11,4.0,2.0,2.0,16.0,0.75,0.0,2.0,0.4,3.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0
"fitzpatrick, ageGroup",3.0,,40-44,6,0.42,0.08,0.83,0.06,5.0,1.0,1.0,17.0,0.833,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.33,2.0,3.0,1.0
"fitzpatrick, ageGroup",3.0,,45-49,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,50-54,7,0.32,0.08,0.71,0.1,5.0,2.0,2.0,19.0,0.65,0.0,1.0,0.14,6.0,0.0,0.0,1.0,1.0,0.2,4.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.8
"fitzpatrick, ageGroup",3.0,,55-59,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",3.0,,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",4.0,,00-04,47,0.86,0.04,0.87,0.04,41.0,6.0,6.0,135.0,0.865,3.0,2.0,0.07,25.0,17.0,0.85,1.0,1.0,0.02,41.0,4.0,0.8,1.0,1.0,0.03,37.0,8.0,0.89,1.0,2.0,0.06,32.0,12.0,0.92
"fitzpatrick, ageGroup",4.0,,05-09,32,0.78,0.06,0.81,0.06,26.0,6.0,6.0,90.0,0.783,3.0,0.0,0.0,25.0,4.0,0.57,1.0,2.0,0.08,24.0,5.0,0.83,1.0,2.0,0.07,25.0,4.0,0.8,1.0,2.0,0.11,16.0,13.0,0.93
"fitzpatrick, ageGroup",4.0,,10-14,21,0.63,0.13,0.67,0.11,14.0,7.0,7.0,56.0,0.631,1.0,2.0,0.11,17.0,1.0,0.5,1.0,3.0,0.17,15.0,2.0,0.67,1.0,0.0,0.0,18.0,2.0,0.67,4.0,2.0,0.25,6.0,9.0,0.69
"fitzpatrick, ageGroup",4.0,,15-19,12,0.47,0.02,0.92,0.03,11.0,1.0,1.0,35.0,0.938,0.0,1.0,0.08,11.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,0.88
"fitzpatrick, ageGroup",4.0,,20-24,8,0.75,0.04,0.88,0.04,7.0,1.0,1.0,23.0,0.75,0.0,1.0,0.14,6.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0
"fitzpatrick, ageGroup",4.0,,25-29,13,0.75,0.0,1.0,0.0,13.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0
"fitzpatrick, ageGroup",4.0,,30-34,19,0.5,0.1,0.74,0.09,14.0,5.0,5.0,52.0,0.667,4.0,0.0,0.0,14.0,1.0,0.2,1.0,3.0,0.21,11.0,4.0,0.8,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.2,8.0,9.0,1.0
"fitzpatrick, ageGroup",4.0,,35-39,8,0.67,0.06,0.88,0.04,7.0,1.0,1.0,23.0,0.889,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,0.67,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.25,3.0,4.0,1.0
"fitzpatrick, ageGroup",4.0,,40-44,9,0.38,0.15,0.67,0.11,6.0,3.0,3.0,24.0,0.5,1.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.5,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.6,2.0,4.0,1.0
"fitzpatrick, ageGroup",4.0,,45-49,7,0.42,0.11,0.71,0.1,5.0,2.0,2.0,19.0,0.556,1.0,1.0,0.17,5.0,0.0,0.0,1.0,1.0,0.25,3.0,2.0,0.67,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
"fitzpatrick, ageGroup",4.0,,50-54,3,0.38,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.75,0.0,1.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,55-59,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, ageGroup",4.0,,60-64,5,0.29,0.21,0.6,0.13,3.0,2.0,2.0,13.0,0.583,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.5,1.0,2.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.33,2.0,1.0,0.5
"fitzpatrick, ageGroup",4.0,,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, ageGroup",5.0,,00-04,74,0.81,0.07,0.78,0.07,58.0,16.0,16.0,206.0,0.81,10.0,3.0,0.07,40.0,21.0,0.68,1.0,4.0,0.06,64.0,5.0,0.83,3.0,4.0,0.08,48.0,19.0,0.86,2.0,5.0,0.08,54.0,13.0,0.87
"fitzpatrick, ageGroup",5.0,,05-09,72,0.86,0.04,0.88,0.04,63.0,9.0,9.0,207.0,0.86,1.0,3.0,0.04,64.0,4.0,0.8,3.0,1.0,0.02,47.0,21.0,0.88,2.0,3.0,0.06,46.0,21.0,0.91,3.0,2.0,0.04,50.0,17.0,0.85
"fitzpatrick, ageGroup",5.0,,10-14,29,0.73,0.1,0.72,0.09,21.0,8.0,8.0,79.0,0.733,4.0,2.0,0.12,15.0,8.0,0.67,1.0,1.0,0.04,22.0,5.0,0.83,2.0,0.0,0.0,24.0,3.0,0.6,1.0,5.0,0.22,18.0,5.0,0.83
"fitzpatrick, ageGroup",5.0,,15-19,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, ageGroup",5.0,,20-24,17,0.6,0.08,0.82,0.06,14.0,3.0,3.0,48.0,0.803,2.0,0.0,0.0,13.0,2.0,0.5,0.0,2.0,0.13,13.0,2.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,0.17,5.0,10.0,0.91
"fitzpatrick, ageGroup",5.0,,25-29,32,0.59,0.06,0.78,0.07,25.0,7.0,7.0,89.0,0.785,1.0,1.0,0.04,27.0,3.0,0.75,1.0,5.0,0.19,21.0,5.0,0.83,0.0,1.0,0.03,31.0,0.0,0.0,5.0,0.0,0.0,10.0,17.0,0.77
"fitzpatrick, ageGroup",5.0,,30-34,11,0.48,0.14,0.64,0.12,7.0,4.0,4.0,29.0,0.639,1.0,1.0,0.12,7.0,2.0,0.67,3.0,0.0,0.0,7.0,1.0,0.25,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.43,4.0,4.0,1.0
"fitzpatrick, ageGroup",5.0,,35-39,13,0.53,0.11,0.62,0.13,8.0,5.0,5.0,34.0,0.708,3.0,0.0,0.0,5.0,5.0,0.62,2.0,1.0,0.11,8.0,2.0,0.5,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.33,8.0,1.0,1.0
"fitzpatrick, ageGroup",5.0,,40-44,10,0.62,0.08,0.8,0.07,8.0,2.0,2.0,28.0,0.822,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,0.2,4.0,4.0,0.8,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.14,6.0,2.0,0.67
"fitzpatrick, ageGroup",5.0,,45-49,9,0.72,0.03,0.89,0.04,8.0,1.0,1.0,26.0,0.952,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.12,7.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.86
"fitzpatrick, ageGroup",5.0,,50-54,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, ageGroup",5.0,,55-59,5,0.62,0.08,0.8,0.07,4.0,1.0,1.0,14.0,0.833,1.0,0.0,0.0,3.0,1.0,0.5,0.0,1.0,0.33,2.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
"fitzpatrick, ageGroup",5.0,,60-64,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,00-04,8,0.42,0.11,0.62,0.12,5.0,3.0,3.0,21.0,0.556,1.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.43,4.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.67
"fitzpatrick, ageGroup",6.0,,05-09,21,0.7,0.04,0.95,0.02,20.0,1.0,1.0,62.0,0.933,0.0,0.0,0.0,20.0,1.0,1.0,0.0,1.0,0.17,5.0,15.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,16.0,4.0,0.8
"fitzpatrick, ageGroup",6.0,,10-14,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,15-19,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,20-24,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,25-29,7,0.29,0.18,0.43,0.19,3.0,4.0,4.0,17.0,0.389,2.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.25,3.0,2.0,0.67,1.0,1.0,0.2,4.0,1.0,0.5,0.0,2.0,0.29,5.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,30-34,9,0.45,0.07,0.78,0.07,7.0,2.0,2.0,25.0,0.6,1.0,0.0,0.0,4.0,4.0,0.8,0.0,1.0,0.17,5.0,3.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.11,8.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,35-39,6,0.67,0.1,0.67,0.11,4.0,2.0,2.0,16.0,0.667,1.0,0.0,0.0,3.0,2.0,0.67,1.0,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.2,4.0,1.0,1.0
"fitzpatrick, ageGroup",6.0,,40-44,7,0.6,0.12,0.57,0.14,4.0,3.0,3.0,18.0,0.8,0.0,1.0,0.17,5.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.4,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,0.29,5.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,45-49,3,0.17,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.667,0.0,1.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.67,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,50-54,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
