GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, ageGroup",6.0,,50-54,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,55-59,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,f,00-04,93,0.88,0.05,0.85,0.05,79.0,14.0,14.0,265.0,0.878,3.0,6.0,0.1,54.0,30.0,0.91,0.0,3.0,0.03,86.0,4.0,1.0,6.0,2.0,0.03,59.0,26.0,0.81,5.0,3.0,0.04,66.0,19.0,0.79
"sex, ageGroup",,f,05-09,41,0.84,0.04,0.9,0.03,37.0,4.0,4.0,119.0,0.839,1.0,1.0,0.03,36.0,3.0,0.75,1.0,0.0,0.0,37.0,3.0,0.75,0.0,2.0,0.09,20.0,19.0,1.0,2.0,1.0,0.04,26.0,12.0,0.86
"sex, ageGroup",,f,10-14,27,0.66,0.1,0.74,0.09,20.0,7.0,7.0,74.0,0.658,1.0,2.0,0.1,19.0,5.0,0.83,2.0,2.0,0.08,22.0,1.0,0.33,1.0,1.0,0.04,23.0,2.0,0.67,3.0,2.0,0.17,10.0,12.0,0.8
"sex, ageGroup",,f,15-19,7,0.42,0.15,0.57,0.14,4.0,3.0,3.0,18.0,0.556,1.0,2.0,0.4,3.0,1.0,0.5,1.0,1.0,0.2,4.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.67
"sex, ageGroup",,f,20-24,16,0.72,0.02,0.94,0.02,15.0,1.0,1.0,47.0,0.952,1.0,0.0,0.0,9.0,6.0,0.86,0.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.08,11.0,4.0,1.0
"sex, ageGroup",,f,25-29,26,0.7,0.13,0.65,0.12,17.0,9.0,9.0,69.0,0.7,3.0,5.0,0.31,11.0,7.0,0.7,3.0,3.0,0.14,18.0,2.0,0.4,0.0,0.0,0.0,25.0,1.0,1.0,3.0,1.0,0.06,15.0,7.0,0.7
"sex, ageGroup",,f,30-34,19,0.73,0.08,0.74,0.09,14.0,5.0,5.0,52.0,0.733,1.0,2.0,0.13,13.0,3.0,0.75,1.0,3.0,0.21,11.0,4.0,0.8,1.0,0.0,0.0,16.0,2.0,0.67,2.0,0.0,0.0,12.0,5.0,0.71
"sex, ageGroup",,f,35-39,18,0.36,0.18,0.5,0.17,9.0,9.0,9.0,45.0,0.486,2.0,4.0,0.29,10.0,2.0,0.5,4.0,2.0,0.17,10.0,2.0,0.33,0.0,1.0,0.06,17.0,0.0,0.0,3.0,2.0,0.2,8.0,5.0,0.62
"sex, ageGroup",,f,40-44,14,0.44,0.12,0.64,0.12,9.0,5.0,5.0,37.0,0.589,2.0,2.0,0.18,9.0,1.0,0.33,2.0,1.0,0.11,8.0,3.0,0.6,0.0,1.0,0.07,13.0,0.0,0.0,1.0,1.0,0.12,7.0,5.0,0.83
"sex, ageGroup",,f,45-49,11,0.38,0.18,0.55,0.15,6.0,5.0,5.0,28.0,0.5,0.0,2.0,0.29,5.0,4.0,1.0,3.0,1.0,0.12,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.29,5.0,2.0,0.5
"sex, ageGroup",,f,50-54,13,0.56,0.13,0.62,0.13,8.0,5.0,5.0,34.0,0.75,1.0,4.0,0.44,5.0,3.0,0.75,4.0,0.0,0.0,5.0,4.0,0.5,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.08,11.0,1.0,1.0
"sex, ageGroup",,f,55-59,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"sex, ageGroup",,f,60-64,5,0.5,0.08,0.8,0.07,4.0,1.0,1.0,14.0,0.667,0.0,1.0,0.33,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
"sex, ageGroup",,f,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,m,00-04,141,0.82,0.07,0.8,0.07,113.0,28.0,28.0,395.0,0.821,16.0,4.0,0.04,95.0,26.0,0.62,0.0,10.0,0.08,116.0,15.0,1.0,8.0,7.0,0.09,69.0,57.0,0.88,4.0,7.0,0.06,115.0,15.0,0.79
"sex, ageGroup",,m,05-09,147,0.88,0.04,0.88,0.04,129.0,18.0,18.0,423.0,0.874,2.0,8.0,0.06,125.0,12.0,0.86,5.0,0.0,0.0,93.0,49.0,0.91,2.0,7.0,0.06,103.0,35.0,0.95,9.0,3.0,0.03,102.0,33.0,0.79
"sex, ageGroup",,m,10-14,31,0.7,0.08,0.77,0.08,24.0,7.0,7.0,86.0,0.698,2.0,3.0,0.13,20.0,6.0,0.75,1.0,2.0,0.09,20.0,8.0,0.89,2.0,1.0,0.04,27.0,1.0,0.33,2.0,1.0,0.05,19.0,9.0,0.82
"sex, ageGroup",,m,15-19,14,0.53,0.09,0.79,0.07,11.0,3.0,3.0,39.0,0.708,1.0,1.0,0.08,11.0,1.0,0.5,1.0,1.0,0.1,9.0,3.0,0.75,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0.17,5.0,7.0,0.88
"sex, ageGroup",,m,20-24,28,0.46,0.11,0.68,0.11,19.0,9.0,9.0,75.0,0.62,1.0,7.0,0.29,17.0,3.0,0.75,4.0,1.0,0.05,21.0,2.0,0.33,0.0,0.0,0.0,28.0,0.0,0.0,4.0,1.0,0.1,9.0,14.0,0.78
"sex, ageGroup",,m,25-29,32,0.51,0.11,0.75,0.08,24.0,8.0,8.0,88.0,0.681,2.0,1.0,0.04,27.0,2.0,0.5,4.0,2.0,0.1,18.0,8.0,0.67,0.0,0.0,0.0,32.0,0.0,0.0,2.0,5.0,0.31,11.0,14.0,0.88
"sex, ageGroup",,m,30-34,24,0.49,0.15,0.58,0.14,14.0,10.0,10.0,62.0,0.488,1.0,4.0,0.21,15.0,4.0,0.8,6.0,2.0,0.14,12.0,4.0,0.4,1.0,0.0,0.0,23.0,0.0,0.0,2.0,4.0,0.25,12.0,6.0,0.75
"sex, ageGroup",,m,35-39,17,0.45,0.17,0.53,0.16,9.0,8.0,8.0,43.0,0.45,2.0,1.0,0.08,11.0,3.0,0.6,2.0,5.0,0.42,7.0,3.0,0.6,2.0,0.0,0.0,15.0,0.0,0.0,2.0,2.0,0.17,10.0,3.0,0.6
"sex, ageGroup",,m,40-44,11,0.24,0.25,0.55,0.15,6.0,5.0,5.0,28.0,0.479,2.0,2.0,0.25,6.0,1.0,0.33,3.0,2.0,0.67,1.0,5.0,0.62,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.09,10.0,0.0,0.0
"sex, ageGroup",,m,45-49,13,0.48,0.14,0.62,0.13,8.0,5.0,5.0,34.0,0.639,0.0,4.0,0.4,6.0,3.0,1.0,3.0,0.0,0.0,9.0,1.0,0.25,0.0,0.0,0.0,13.0,0.0,0.0,2.0,1.0,0.14,6.0,4.0,0.67
"sex, ageGroup",,m,50-54,12,0.32,0.13,0.58,0.14,7.0,5.0,5.0,31.0,0.431,1.0,4.0,0.44,5.0,2.0,0.67,1.0,1.0,0.09,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,0.62
"sex, ageGroup",,m,55-59,10,0.26,0.17,0.6,0.13,6.0,4.0,4.0,26.0,0.524,2.0,1.0,0.33,2.0,5.0,0.71,2.0,1.0,0.14,6.0,1.0,0.33,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.2,8.0,0.0,0.0
"sex, ageGroup",,m,60-64,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"sex, ageGroup",,m,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,m,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"sex, ageGroup",,m,75-79,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",1.0,m,05-09,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,00-04,40,0.63,0.06,0.85,0.05,34.0,6.0,6.0,114.0,0.842,0.0,5.0,0.19,21.0,14.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,3.0,0.0,0.0,29.0,8.0,0.73,3.0,1.0,0.04,24.0,12.0,0.8
"fitzpatrick, sex, ageGroup",3.0,f,05-09,18,0.47,0.04,0.89,0.04,16.0,2.0,2.0,52.0,0.625,0.0,1.0,0.06,17.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.11,8.0,9.0,1.0,1.0,0.0,0.0,10.0,7.0,0.88
"fitzpatrick, sex, ageGroup",3.0,f,10-14,6,0.69,0.05,0.83,0.06,5.0,1.0,1.0,17.0,0.917,0.0,1.0,0.2,4.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.75
"fitzpatrick, sex, ageGroup",3.0,f,15-19,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,20-24,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,25-29,6,0.5,0.08,0.83,0.06,5.0,1.0,1.0,17.0,0.667,0.0,1.0,0.33,2.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,30-34,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,35-39,3,0.12,0.21,0.33,0.22,1.0,2.0,2.0,7.0,0.25,0.0,1.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,40-44,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,50-54,5,0.42,0.19,0.6,0.13,3.0,2.0,2.0,13.0,0.556,1.0,1.0,0.5,1.0,2.0,0.67,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.25,3.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,00-04,61,0.81,0.09,0.74,0.09,45.0,16.0,16.0,167.0,0.807,10.0,2.0,0.05,38.0,11.0,0.52,0.0,4.0,0.07,54.0,3.0,1.0,5.0,4.0,0.12,28.0,24.0,0.83,1.0,6.0,0.11,47.0,7.0,0.88
"fitzpatrick, sex, ageGroup",3.0,m,05-09,50,0.84,0.05,0.84,0.05,42.0,8.0,8.0,142.0,0.837,1.0,4.0,0.1,38.0,7.0,0.88,2.0,0.0,0.0,33.0,15.0,0.88,1.0,2.0,0.05,35.0,12.0,0.92,4.0,2.0,0.05,36.0,8.0,0.67
"fitzpatrick, sex, ageGroup",3.0,m,10-14,12,0.95,0.02,0.92,0.03,11.0,1.0,1.0,35.0,0.95,1.0,0.0,0.0,7.0,4.0,0.8,0.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.09,10.0,1.0,1.0,0.0,0.0,0.0,8.0,4.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,15-19,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,20-24,9,0.25,0.17,0.44,0.19,4.0,5.0,5.0,22.0,0.333,1.0,4.0,0.57,3.0,1.0,0.5,1.0,1.0,0.12,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.5
"fitzpatrick, sex, ageGroup",3.0,m,25-29,4,0.25,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,40-44,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,45-49,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,50-54,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,55-59,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,00-04,26,0.94,0.04,0.88,0.04,23.0,3.0,3.0,75.0,0.938,3.0,0.0,0.0,14.0,9.0,0.75,0.0,1.0,0.04,24.0,1.0,1.0,0.0,0.0,0.0,18.0,8.0,1.0,0.0,2.0,0.1,19.0,5.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,05-09,10,0.4,0.09,0.8,0.07,8.0,2.0,2.0,28.0,0.792,1.0,0.0,0.0,6.0,3.0,0.75,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.1,9.0,0.0,0.0,1.0,1.0,0.25,3.0,5.0,0.83
"fitzpatrick, sex, ageGroup",4.0,f,10-14,11,0.6,0.12,0.64,0.12,7.0,4.0,4.0,29.0,0.604,1.0,1.0,0.14,6.0,3.0,0.75,2.0,1.0,0.11,8.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,2.0,0.25,6.0,2.0,0.67
"fitzpatrick, sex, ageGroup",4.0,f,15-19,4,0.25,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.5,0.0,2.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5
"fitzpatrick, sex, ageGroup",4.0,f,20-24,6,0.75,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,25-29,10,0.87,0.08,0.8,0.07,8.0,2.0,2.0,28.0,0.867,0.0,1.0,0.11,8.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,0.67,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.2,4.0,4.0,0.8
"fitzpatrick, sex, ageGroup",4.0,f,30-34,9,0.54,0.1,0.67,0.11,6.0,3.0,3.0,24.0,0.722,0.0,2.0,0.25,6.0,1.0,1.0,1.0,1.0,0.14,6.0,1.0,0.5,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.67
"fitzpatrick, sex, ageGroup",4.0,f,35-39,6,0.31,0.11,0.67,0.11,4.0,2.0,2.0,16.0,0.625,0.0,1.0,0.17,5.0,0.0,0.0,1.0,1.0,0.25,3.0,1.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.75
"fitzpatrick, sex, ageGroup",4.0,f,40-44,7,0.62,0.08,0.86,0.05,6.0,1.0,1.0,20.0,0.833,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.33,2.0,4.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,50-54,6,0.4,0.1,0.67,0.11,4.0,2.0,2.0,16.0,0.8,0.0,2.0,0.4,3.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,55-59,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,60-64,2,0.25,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,00-04,26,0.84,0.05,0.85,0.05,22.0,4.0,4.0,74.0,0.837,1.0,1.0,0.05,18.0,6.0,0.86,0.0,2.0,0.1,19.0,5.0,1.0,1.0,1.0,0.06,16.0,8.0,0.89,2.0,0.0,0.0,21.0,3.0,0.6
"fitzpatrick, sex, ageGroup",4.0,m,05-09,23,0.92,0.04,0.87,0.04,20.0,3.0,3.0,66.0,0.92,0.0,2.0,0.1,19.0,2.0,1.0,1.0,0.0,0.0,17.0,5.0,0.83,0.0,1.0,0.05,20.0,2.0,1.0,2.0,0.0,0.0,10.0,11.0,0.85
"fitzpatrick, sex, ageGroup",4.0,m,10-14,8,0.45,0.08,0.75,0.08,6.0,2.0,2.0,22.0,0.6,1.0,1.0,0.14,6.0,0.0,0.0,0.0,1.0,0.17,5.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.8
"fitzpatrick, sex, ageGroup",4.0,m,15-19,6,0.44,0.06,0.83,0.06,5.0,1.0,1.0,17.0,0.875,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.25,3.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.75
"fitzpatrick, sex, ageGroup",4.0,m,20-24,8,0.38,0.03,0.88,0.04,7.0,1.0,1.0,23.0,0.75,0.0,1.0,0.12,7.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,25-29,15,0.3,0.19,0.6,0.13,9.0,6.0,6.0,39.0,0.403,1.0,1.0,0.07,13.0,0.0,0.0,4.0,1.0,0.11,8.0,2.0,0.33,0.0,0.0,0.0,15.0,0.0,0.0,1.0,4.0,0.57,3.0,7.0,0.88
"fitzpatrick, sex, ageGroup",4.0,m,30-34,13,0.35,0.15,0.62,0.13,8.0,5.0,5.0,34.0,0.35,1.0,2.0,0.17,10.0,0.0,0.0,3.0,1.0,0.12,7.0,2.0,0.4,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.29,5.0,6.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,35-39,5,0.67,0.06,0.8,0.07,4.0,1.0,1.0,14.0,0.889,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.25,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.67
"fitzpatrick, sex, ageGroup",4.0,m,40-44,5,0.29,0.21,0.6,0.13,3.0,2.0,2.0,13.0,0.583,1.0,1.0,0.33,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,45-49,3,0.25,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.5,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,50-54,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75
"fitzpatrick, sex, ageGroup",4.0,m,55-59,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,60-64,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,75-79,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,00-04,26,0.82,0.07,0.81,0.06,21.0,5.0,5.0,73.0,0.817,0.0,1.0,0.05,18.0,7.0,1.0,0.0,2.0,0.08,22.0,2.0,1.0,3.0,2.0,0.15,11.0,10.0,0.77,2.0,0.0,0.0,22.0,2.0,0.5
"fitzpatrick, sex, ageGroup",5.0,f,05-09,13,0.5,0.0,1.0,0.0,13.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0
